index,in,class,name,val_2018_1,val_2018_2,val_2018_3,val_2018_4,val_2019_1,val_2019_2,val_2019_3,val_2019_4
532,과학기술정보통신부한국화학연구원,원장,김성수,840000,306255,3250,154046,915000,324223,3250,185170
533,관세청,차장,노석환,339000,816478,18000,250000,351000,848160,13000,240000
534,관세청,청장,김영문,1739000,201015,13000,1362482,880000,182492,11000,62204
535,관세청광주세관,세관장,주시경,970018,199210,3830,125856,1009212,204120,3830,87718
536,관세청대구세관,세관장,이명구,465000,250083,21750,49391,465000,270949,33530,62498
537,관세청부산세관,세관장,양승권,608268,470731,11500,79968,663782,493994,22800,118602
538,관세청서울세관,세관장,윤이근,1463300,528109,2000,867740,1465000,565317,1000,842740
539,관세청울산세관,세관장,김종호,647438,377872,20500,170000,616438,292293,20500,0
540,관세청평택세관,세관장,신현은,532000,377347,10850,473200,687000,573710,10500,682300
541,광주고등법원,법원장,최상열,10314211,2174900,563300,1685205,9149931,3554251,560400,1560205
542,광주고등법원,부장판사,남성민,1113059,313313,36020,10000,1113670,369733,31850,10000
543,광주고등법원,부장판사,이재권,1250553,1501025,11250,0,1498771,1577173,9620,0
544,광주고등법원,부장판사,황진구,820000,14753,18530,679252,820000,19039,16900,678719
545,광주고등법원,수석부장판사,최인규,953000,200937,23820,717840,1019000,202610,21370,661906
546,광주광역시,문화경제부시장,이병훈,668499,702472,15660,0,1091935,645931,15660,0
547,광주광역시,시장,이용섭,622501,105408,39800,396979,942501,144402,68290,292401
548,광주광역시,행정부시장,정종제,619000,252603,3500,56110,612000,435402,3000,51034
549,광주광역시광산구,구청장,김삼호,323250,272596,30000,148824,323773,391146,20862,101173
550,광주광역시교육청,교육감,장휘국,547502,145077,14670,8000,234000,450529,14780,0
551,광주광역시남구,구청장,김병내,286621,95367,49251,105000,286621,191474,47000,105000
552,광주광역시동구,구청장,임택,30000,80011,14000,62121,30000,83283,13000,53483
553,광주광역시북구,구청장,문인,1075850,465550,8360,619080,1094620,753817,6570,713850
554,광주광역시서구,구청장,서대석,253748,615672,5000,100000,255398,538122,4000,35784
555,광주광역시의회,의원,김광란,150000,33061,20000,89833,150000,51218,20000,114933
556,광주광역시의회,의원,김나윤,98016,189015,9200,249774,98016,150239,9200,188947
557,광주광역시의회,의원,김용집,430000,93037,11300,348231,300000,131550,11300,131023
558,광주광역시의회,의원,김익주,29800,98884,21000,100260,29800,84146,21000,150633
559,광주광역시의회,의원,김점기,258000,142645,7000,165543,253000,93856,5000,199521
560,광주광역시의회,의원,김학실,1274282,257925,93000,594536,1278282,269866,95720,605887
561,광주광역시의회,의원,나현,301953,85281,15000,162600,287160,188242,27900,268280
562,광주광역시의회,의원,박미정,462117,52134,0,376280,487173,56363,30000,432791
563,광주광역시의회,의원,반재신,150474,71768,1000,142022,153882,78719,30613,172892
564,광주광역시의회,의원,송형일,399000,383544,45790,318291,399000,322200,36500,257949
565,광주광역시의회,의원,신수정,166000,123255,10992,34555,158970,174529,15972,65962
566,광주광역시의회,의원,이경호,345479,1469588,594,0,428289,1658080,594,50000
567,광주광역시의회,의원,이정환,174000,81172,0,70000,170000,87963,25730,70000
568,광주광역시의회,의원,이홍일,57500,112697,31000,165831,120000,155785,24000,178027
569,광주광역시의회,의원,임미란,370938,6920404,21057,1824535,400938,5279383,56420,1409855
570,광주광역시의회,의원,장연주,225000,24861,19500,153657,95000,29764,40000,30250
571,광주광역시의회,의원,장재성,648221,366771,8020,324953,631363,269886,77000,357525
572,광주광역시의회,의원,정무창,126700,151906,6810,126404,126700,145999,6700,131409
573,광주광역시의회,의원,정순애,619514,725530,70530,59123,653087,701179,70530,98754
574,광주광역시의회,의원,조석호,95970,122510,3239,5000,97300,136441,3239,900
575,광주광역시의회,의원,최영환,27423,32076,0,23700,27423,32342,0,51117
576,광주광역시의회,의원,황현택,1227985,333149,146000,267256,1231918,430406,79192,220515
577,광주광역시의회,의장,김동찬,880500,311215,15700,284869,791500,295612,34070,282951
578,광주지방법원,법원장,박병칠,353831,347948,43630,29274,361231,447678,35640,28241
579,교육부,고등교육정책실장,이진석,813700,162581,7010,249900,453700,596029,5360,249900
580,교육부,기획조정실장,김영철,658000,462029,12420,223560,682969,697561,10640,213060
581,교육부,부총리 겸 장관,유은혜,216866,380778,0,270839,205000,268326,0,210573
582,교육부,학교혁신지원실장,김성근,456257,193766,26760,112172,474581,187634,26760,93284
583,교육부강릉원주대학교,부총장,전병국,607318,325683,32000,156581,606902,286587,24370,53029
584,교육부강릉원주대학교,총장,반선섭,557156,691527,1000,231827,613942,812840,7000,235900
585,교육부강원대학교,교육연구부총장,한광석,344000,915513,48100,25000,344000,932465,44770,25000
586,교육부강원대학교,대외협력부총장,조준형,645722,363935,15535,200000,645100,340877,15535,200000
587,교육부강원대학교,삼척부총장,김경남,978179,330612,84236,261236,763179,585009,84236,223858
588,교육부강원대학교,총장,김헌영,1880807,498782,36500,320545,1958222,537146,30820,186730
589,교육부경남과학기술대학교,부총장,홍효석,286348,71790,19000,342697,256066,75913,19000,312697
590,교육부경남과학기술대학교,총장,김남경,321204,798162,63000,0,205984,912881,61500,0
591,교육부경북대학교,총장,김상동,927728,265998,34014,267165,974856,231589,39210,217961
592,교육부경북대학교병원,병원장,정호영,3033307,2290038,109200,640000,3195423,2398545,109200,640000
593,교육부경상대학교,교학부총장,마대영,270000,351218,16570,19098,270000,388201,16290,16130
594,교육부경상대학교,연구부총장,정종일,411168,493375,8850,0,401801,515041,8850,0
595,교육부경상대학교,총장,이상경,553825,1444710,11970,85242,611898,1567454,6873,83230
596,교육부경상대학교병원,병원장,신희석,1056634,1196063,18700,98356,1105987,1230102,18700,85012
597,교육부경인교육대학교,총장,고대혁,425060,286714,35078,109618,454594,262277,10610,38742
598,교육부공주교육대학교,총장,안병근,306000,411130,38000,68800,306000,382098,38000,178
599,교육부교원소청심사위원회,위원장,조광,335000,99044,0,115235,341000,64256,0,73456
600,교육부국가평생교육진흥원,원장,윤여각,1071519,550508,76955,308032,1189937,562174,56180,303567
601,교육부국립대학법인인천대학교,총장,조동성,3160957,4317611,51000,400000,2870301,4408365,51000,400000
602,교육부군산대학교,총장,곽병선,2083375,2127213,48000,245940,1516541,2604230,34000,40000
603,교육부금오공과대학교,총장,이상철,390000,535537,18840,0,390000,585482,18840,0
604,교육부대구교육대학교,총장,임청환,1387167,986352,28570,111401,1394260,1015376,51650,93535
605,교육부동북아역사재단,이사장,김도형,1242809,827958,32290,240000,1418751,781337,22960,240000
606,교육부목포해양대학교,총장,박성현,192579,904686,46000,0,197901,826764,46000,0
607,교육부부경대학교,산학부총장,최재욱,1917443,771557,5660,1315099,1917443,874925,5660,1398553
608,교육부부경대학교,총장,김영섭,1519000,287622,27060,267818,1524000,328889,23370,163570
609,교육부부경대학교,학무부총장,김동준,1290415,370629,152090,55749,1462681,369729,152090,56762
610,교육부부산교육대학교,총장,오세복,703000,208131,4000,641300,724000,206359,0,641800
611,교육부부산대학교,의무부총장,김휘택,1596245,5249445,68780,0,1596245,5379137,68780,0
612,교육부부산대학교,총장,전호환,636149,940164,9624,0,669149,1337616,8172,285000
613,교육부사립학교교직원연금공단,이사장,이중흔,815946,167487,2000,497893,808406,397559,1500,429495
614,교육부서울과학기술대학교,교육부총장,정건용,1423000,349105,206570,590796,1533000,400631,5770,581388
615,교육부서울과학기술대학교,연구산학부총장,이동훈,1896293,266581,24640,1158450,1692927,514666,20460,614660
616,교육부서울과학기술대학교,총장,김종호,1282868,426812,18940,772000,1304145,473209,16250,769000
617,교육부서울교육대학교,총장,김경성,1175566,386526,13664,435621,1296000,511388,12211,0
618,교육부서울대학교병원,병원장,서창석,1008000,1189689,40910,343058,1104000,1384352,29760,338626
619,교육부서울대학교치과병원,병원장,허성주,8587201,12096293,162370,0,9289666,11559229,171536,0
620,교육부안동대학교,총장,권태환,118680,308650,48181,80389,117800,345068,44154,68336
621,교육부전남대학교,부총장,박상규,1693030,165334,28000,973495,2089030,852689,52000,986400
622,교육부전남대학교,부총장,한은미,494286,602928,0,115175,494286,628664,0,115175
623,교육부전남대학교,총장,정병석,2260075,3442922,183350,401207,2027017,3755484,132048,183564
624,교육부전남대학교병원,병원장,이삼용,962245,774161,82110,55945,897283,857907,2998,2961
625,교육부전북대학교,부총장,정성석,170000,132398,6670,218159,0,141338,6670,216621
626,교육부전북대학교병원,병원장,조남천,1281187,723312,119380,405814,1183187,731635,123520,409118
627,교육부전주교육대학교,총장,김우영,939925,157749,9800,176598,822873,200140,14300,171732
628,교육부제주대학교,부총장,고대만,3116523,434899,49030,1071696,3228987,442281,49030,979017
629,교육부제주대학교,부총장,지영흔,668952,182038,28487,190594,653138,230735,28487,181009
630,교육부제주대학교,총장,송석언,2197195,4590321,32010,649381,2337630,3815162,29500,805726
631,교육부진주교육대학교,총장,최문성,1029090,215869,2000,14310,1160000,207401,1000,18305
632,교육부창원대학교,총장,최해범,940650,426906,16000,130405,944816,437399,12000,62659
633,교육부청주교육대학교,총장,윤건영,506166,719653,15010,114716,498636,745779,13240,111383
634,교육부춘천교육대학교,총장,이환기,367000,292998,17790,515274,196000,334146,10130,337469
635,교육부충남대학교,총장,오덕성,1971850,713228,27964,423100,2251000,750186,26404,423100
636,교육부충남대학교병원,병원장,송민호,420145,612917,27170,612,424415,682702,43061,22283
637,교육부충북대학교,총장,김수갑,2100420,1796814,22550,656552,1785000,1727689,22550,182968
638,교육부한경대학교,총장,임태희,3972455,749417,107710,2727531,4619912,804341,103120,2762574
639,교육부한국고전번역원,원장,신승운,512557,314101,19970,3000,551466,299705,17160,5000
640,교육부한국교원대학교,부총장,조순묵,673481,338150,87350,742960,712888,429567,67350,716473
641,교육부한국교원대학교,총장,류희찬,1321000,127605,4000,752590,1399000,174912,4000,753313
642,교육부한국교육학술정보원,원장,한석수,1092034,260579,0,554634,895194,335283,0,344719
643,교육부한국교통대학교,총장,박준훈,184000,260722,75000,113494,182000,423108,64045,237320
644,교육부한국방송통신대학교,부총장,김영인,360212,1354363,52150,0,360212,1412614,52150,0
645,교육부한국방송통신대학교,총장,류수노,702474,923243,26720,449940,756963,2067203,30918,1209130
646,교육부한국복지대학교,총장,이상진,895900,406549,5000,170000,2026600,239050,27510,265507
647,교육부한국장학재단,이사장,이정우,250000,1145345,32000,0,250000,1163655,31000,0
648,교육부한국체육대학교,총장,김성조,4258218,188236,4900,1868216,4254278,275261,4900,1689074
649,교육부한국학중앙연구원,원장,안병욱,1243018,490075,1680,484812,1420829,562429,13980,474795
650,교육부한국해양대학교,총장,박한일,678188,2464092,66120,7041,692925,2427073,112881,3791
651,교육부한밭대학교,총장,최병욱,502000,1325247,2683,0,722000,1050424,23320,0
652,교육위원회,수석전문위원,정재룡,180000,599132,21000,0,370000,455002,19780,10000
653,국가보훈처,차장,이병구,1276094,473453,44620,578622,1400474,509780,4839,580000
654,국가보훈처,처장,피우진,557000,805018,12500,90000,575000,941675,11250,90000
655,국가보훈처독립기념관,관장,이준식,307000,172576,0,0,307000,183552,0,0
656,국가보훈처보훈심사위원회,위원장,정진,2934819,488566,1000,141000,2934826,484939,1000,130000
657,국가보훈처한국보훈복지의료공단,이사장,양봉민,2911246,1317781,117800,855000,3140991,1252188,27450,845000
658,국가안보실,국가안보실장,정의용,1369000,383287,31655,0,1425000,403722,57655,0
659,국가안보실,제1차장,이상철,513240,195451,37400,0,543240,216513,27680,0
660,국가안보실,제2차장,남관표,378225,1292709,0,363904,608785,1195780,9450,338912
661,국가안보실,통일정책비서관,서호,1708622,109479,22370,375466,2156537,132827,14990,456537
662,국가안보실,평화군비통제비서관,최종건,450000,108123,32000,392136,500000,198145,20000,340236
663,국가인권위원회,사무총장,조영선,1264911,2986112,7400,505000,1420156,2969057,7400,575000
664,국가인권위원회,상임위원,정문자,591000,26155,700,315144,610000,80652,700,311820
665,국가인권위원회,상임위원,정상환,941000,2285234,75906,1814,1096000,2297153,59215,1666
666,국가인권위원회,상임위원,최혜리,1692000,3918796,101000,630000,1798000,4152371,97250,630000
667,국가인권위원회,위원장,최영애,440833,251057,4880,194923,440833,247212,4880,192336
668,국가정보원,기획조정실장,이석수,3254996,836011,96970,1090996,3254996,765175,175600,1107580
669,국가정보원,원장,서훈,2830547,1894164,66910,1030000,2957640,1960876,60690,960000
670,국가정보원,제1차장,서동구,1271048,348131,34020,1174496,1273824,342334,21000,1099087
671,국가정보원,제2차장,김상균,849992,286803,65370,328567,968262,285697,55050,362567
672,국가정보원,제3차장,김준환,480000,1038965,12130,9420,1050000,869326,3355,309420
673,국무조정실,경제조정실장,최창원,1694643,184899,48174,809464,1694643,148068,48174,763412
674,국무조정실,국무1차장,최병환,870910,942198,9810,245000,908910,1016989,8650,240000
675,국무조정실,국무2차장,차영환,4686977,3026474,139000,35000,4614795,3137889,156000,35000
676,국무조정실,국무조정실장,노형욱,423716,703229,68000,228031,595255,752513,60000,212686
677,국무조정실,국무총리,이낙연,1350461,345935,20895,0,1543487,463815,17658,0
678,국무조정실,국정운영실장,임찬우,602000,652643,2250,4200,675000,714915,1930,4200
679,국무조정실,규제조정실장,이련주,8180231,2935177,31860,419000,8802250,3015123,25840,439000
680,국무조정실,사회조정실장,윤창렬,921080,144276,28000,290310,1048620,131958,25000,383850
681,국무조정실,세종특별자치시지원단장,민지홍,889147,866448,11950,0,945838,865574,10090,0
682,국무조정실,정부업무평가실장,이종성,832788,253406,29380,101000,871067,295948,26120,86000
683,국무조정실경제인문사회연구회,이사장,성경륭,942373,236520,6687,285007,796485,245323,6500,325777
684,국무조정실대외경제정책연구원,원장,이재영,1188677,201029,29010,63740,1486974,374212,29010,4786
685,국무조정실대테러센터,센터장,문영기,377000,69430,0,5000,377000,64904,0,7500
686,국무조정실조세심판원,원장,안택순,2068205,254777,5000,1560760,2018205,221937,4500,1431490
687,국무조정실한국개발원,원장,최정표,1514362,674928,18250,410000,1515348,849947,15590,410000
688,국무조정실한국교육과정평가원,원장,성기선,258700,110584,5000,114184,244542,50698,5000,0
689,국무조정실한국보건사회연구원,원장,조흥식,814720,1382371,5190,200000,858829,1574886,5190,200000
690,국무조정실한국조세재정연구원,원장,김유찬,531342,193040,0,30000,389726,155232,0,30000
691,국무총리비서실,공보실장,김성재,563487,130157,5430,80000,785211,191094,0,180000
692,국무총리비서실,민정실장,남평오,444914,108273,6000,120000,525265,122340,6000,115000
693,국무총리비서실,정무실장,지용호,460000,87403,7680,231791,460000,94558,7680,156883
694,국민권익위원회,기획조정실장,박계옥,2171900,293567,2500,880000,2230592,326250,1800,862408
695,국민권익위원회,부위원장 겸 사무처장,이건리,636000,908432,35570,0,636000,888228,33580,0
696,국민권익위원회,부위원장,권태성,855999,170329,2800,385892,917326,245296,2300,45620
697,국민권익위원회,상임위원,김상배,1037397,346065,21950,317691,1043705,369077,20330,384348
698,국민권익위원회,상임위원,김은미,956000,1454536,0,170000,960000,1573705,0,180000
699,국민권익위원회,상임위원,김태응,380000,530049,20920,165995,405000,530633,20920,162084
700,국민권익위원회,상임위원,김현철,581333,362880,2600,215450,725333,345473,2230,206525
701,국민권익위원회,상임위원,신근호,513269,98653,7410,270482,669405,106564,6340,409882
702,국민권익위원회,상임위원,임송학,304000,209006,18000,20000,452720,96902,17000,20000
703,국민권익위원회,위원장,박은정,1802735,282968,29790,150000,1664468,574008,21360,486
704,국방부,,김병주,628000,305811,15702,165121,518000,500594,12414,130282
705,국방부,,김성일,477400,275586,10500,354381,477400,279842,9000,338727
706,국방부,,김성진,254407,675698,43457,44512,242000,813932,37000,40299
707,국방부,,김승겸,226354,353026,12320,86043,414534,396464,10400,206120
708,국방부,,김영환,1537800,696803,14190,550000,1681592,664227,10340,550000
709,국방부,,김용우,0,352913,4000,109705,0,435018,21690,107319
710,국방부,,김운용,1500000,546428,17590,468292,1658000,551532,50550,460462
711,국방부,,김정수,476163,177527,12390,208580,532173,170875,10670,165897
712,국방부,,김혁수,240200,752382,18000,50000,733200,656861,16000,430000
713,국방부,,남영신,521204,696385,1800,65677,560004,720819,44100,218745
714,국방부,,부석종,633518,401733,10000,207605,688127,556047,9000,570962
715,국방부,,서욱,452000,201002,35418,456940,461000,265563,28240,490519
716,국방부,,심승섭,232000,656365,2000,170000,156000,734719,1760,170000
717,국방부,,안영호,316800,807223,20000,39337,316800,975932,20000,1200
718,국방부,,원인철,301280,1120303,15110,5821,332280,1224454,13100,831
719,국방부,,이건완,59470,679751,1600,51824,62800,717090,1400,51121
720,국방부,,이석구,1258581,411420,10000,520000,1220285,559728,9000,520000
721,국방부,,이성용,844677,695748,29100,232881,891353,701122,25900,207875
722,국방부,,이왕근,645039,903048,31590,20000,786237,822817,23460,20703
723,국방부,,이정근,128723,405795,13990,43159,130847,513978,12000,35918
724,국방부,,이정기,9150,364102,9400,48702,276440,317863,33000,226995
725,국방부,,이창효,90253,766876,19000,131,90253,766790,19000,131
726,국방부,,전진구,29024,1213168,19000,42997,194424,1242687,15000,112367
727,국방부,,정진경,366000,901208,4900,0,367000,889080,5900,2888
728,국방부,,조종설,582680,508363,35920,42888,489540,632377,31080,23222
729,국방부,,최병혁,532200,255135,6500,95220,559200,266670,5500,75897
730,국방부,,최영철,808128,391003,2500,631510,460854,424433,2500,286028
731,국방부,,최현국,371548,278264,19020,382506,396493,308459,28850,374434
732,국방부,,황성진,525266,1593029,1860,0,556062,1701553,14700,0
733,국방부,,황인권,630930,314987,7500,138127,678530,266180,7500,78127
734,국방부,국방개혁실장,김윤태,332370,427749,15000,0,631106,625814,7293,287156
735,국방부,기획조정실장,김정섭,1858049,188792,54893,475000,3233049,196150,42170,1185000
736,국방부,인사복지실장,이남우,695000,224456,33000,151087,695000,244063,32000,151672
737,국방부,장관,정경두,392000,835138,8600,139800,408000,988420,7940,100000
738,국방부,전력자원관리실장,박재민,212000,99211,9380,10000,218000,106180,7700,0
739,국방부,차관,서주석,489834,715804,10000,154762,490652,770354,9840,166370
740,국방부,합동참모의장,박한기,280000,302138,15500,188000,562000,316129,14500,350000
741,국방부전쟁기념사업회,회장,박삼득,856109,583351,48140,370000,898792,629380,29438,370000
742,국방부주한미군기지이전사업단,단장,김유근,548000,629492,77080,0,548000,654497,58889,0
743,국방부한국국방연구원,원장,노훈,568000,2160045,2090,0,680000,2220669,26800,0
744,국방위원회,수석전문위원,김부년,689036,132745,21860,307911,1022758,136034,21710,576685
745,국세청,차장,이은항,2620177,575686,17450,1203172,2867752,701176,72760,1265437
746,국세청,청장,한승희,1451466,283881,3360,540000,1585797,348571,3160,580000
747,국세청광주지방국세청,청장,김형환,1466088,280687,16350,283000,1466088,285287,16350,283097
748,국세청부산지방국세청,청장,김대지,528379,133959,23060,237754,548739,142197,18882,256103
749,국세청서울지방국세청,청장,김현준,1767314,907283,31520,50000,1266594,1954776,31520,50000
750,국토교통부,교통물류실장,손명수,799200,703566,0,119360,821040,805309,0,149200
751,국토교통부,기획조정실장,김경욱,857931,97390,6000,254540,497342,475494,5000,44540
752,국토교통부,장관,김현미,760261,132556,24000,41360,792527,225887,23820,70789
753,국토교통부,제1차관,박선호,3500533,29839,27800,250712,3725052,33568,26690,450039
754,국토교통부,제2차관,김정렬,766474,82067,2482,468916,819340,91048,1800,470572
755,국토교통부,주택토지실장,이문기,1497250,786216,8360,326819,1497250,893424,44320,325959
756,국토교통부,항공정책실장,권용복,1760881,418745,51500,578720,2059369,334437,49300,669950
757,국토교통부인천국제공항공사,사장,정일영,922200,620465,34470,0,976509,603294,27797,0
758,국토교통부인천국제공항공사,상임감사위원,김길성,391245,585936,7030,0,464141,537718,7030,0
759,국토교통부제주국제자유도시개발센터,상임감사,송기정,43400,16377,5400,66677,43400,29203,4800,60473
760,국토교통부주택도시보증공사,사장,이재광,396572,574773,1860,0,397529,541412,1860,0
761,국토교통부주택도시보증공사,상근감사위원,이재강,948900,213349,0,189250,918900,64692,0,0
762,국토교통부한국감정원,감사,김경대,476460,1119861,100649,93448,455460,1202082,78160,174402
763,국토교통부한국감정원,부원장,정건용,790000,126663,4050,335475,790000,157204,3500,322789
764,국토교통부한국감정원,원장,김학규,1259422,809161,8920,729778,1223149,709252,16060,687971
765,국토교통부한국공항공사,부사장,김명운,568000,514306,7333,210000,328000,528457,7333,0
766,국토교통부한국공항공사,상임감사위원,남동균,1239871,1605269,6040,0,1321799,1667394,4690,0
767,국토교통부한국교통안전공단,이사장,권병윤,2657700,1020538,7930,406486,2861187,974450,8020,405058
768,국토교통부한국국토정보공사,사장,최창학,1117686,744350,100,75000,1166717,1115295,15090,350000
769,국토교통부한국도로공사,사장,이강래,525770,178682,38459,45941,524428,221254,23761,39409
770,국토교통부한국도로공사,상임감사위원,이우종,1112632,209894,1000,219914,1112632,129916,34000,140088
771,국토교통부한국철도공사,부사장,정인수,189000,493863,9000,11603,199000,615811,8000,9636
772,국토교통부한국철도공사,상임감사위원,박종준,1653000,1507277,38500,180000,2224260,1457417,38000,462000
773,국토교통부한국철도시설공단,이사장,김상균,6439173,1334445,183500,539000,7416835,1150330,178100,529000
774,국토교통부한국토지주택공사,부사장,유대진,711233,284869,34000,20000,725807,291954,34000,20000
775,국토교통부한국토지주택공사,사장,박상우,979000,290324,44000,704677,988000,247719,35000,712530
776,국토교통부한국토지주택공사,상임감사위원,허정도,1509223,1359831,0,609500,1580068,1287012,0,636083
777,국토교통위원회,수석전문위원,장대섭,1534456,186501,29980,601850,1303244,208806,27860,145268
778,국회,국회부의장,이주영,1976707,266773,19680,690728,2195244,264795,19660,1071876
779,국회,국회부의장,주승용,6139467,1616409,24800,1020000,7320596,1511062,20000,1832113
780,국회,국회의원,강길부,4845283,87132,1500,1539451,4422927,397395,1500,1059159
781,국회,국회의원,강병원,440000,406654,64520,22899,680000,452310,51480,194040
782,국회,국회의원,강석진,1518484,91512,21090,1098646,1645806,139550,18690,1079864
783,국회,국회의원,강석호,6180107,10595163,106842,124868,6299249,10341955,211140,120000
784,국회,국회의원,강창일,1511844,925604,2510,551799,1521461,893282,2110,550500
785,국회,국회의원,강효상,1449000,1661552,41130,55000,2148000,1289624,33000,2000
786,국회,국회의원,강훈식,50000,385239,0,137235,60000,483543,23820,60697
787,국회,국회의원,경대수,1785125,762351,18244,1840620,2133235,754690,16374,2041896
788,국회,국회의원,고용진,838690,693790,5920,354336,835607,1003757,5730,268593
789,국회,국회의원,곽대훈,932956,937433,5710,134939,1625684,580473,4830,388506
790,국회,국회의원,곽상도,1367410,2096253,53560,110000,1472435,2194676,47490,0
791,국회,국회의원,권미혁,322474,97929,10640,0,330000,144375,0,0
792,국회,국회의원,권성동,1193967,1938523,147260,0,1325967,1931046,141650,0
793,국회,국회의원,권은희,2367541,260244,22300,1715918,2384878,258330,22300,1617738
794,국회,국회의원,권칠승,300000,161282,2850,176320,300000,195018,2000,172964
795,국회,국회의원,금태섭,3678566,2963048,138073,839633,3979032,2503697,148600,943994
796,국회,국회의원,기동민,485000,1522452,1800,15074,485000,1366518,1800,10888
797,국회,국회의원,김경진,707000,396602,32670,302746,807000,500097,60970,324091
798,국회,국회의원,김경협,363623,582380,0,15000,367068,662604,0,15000
799,국회,국회의원,김관영,1595689,494419,33530,418034,1779136,586123,16655,398127
800,국회,국회의원,김광림,4943405,4354636,13740,3680000,5118891,4484629,11620,3600000
801,국회,국회의원,김광수,144180,150050,22070,42083,145179,190895,19500,3349
802,국회,국회의원,김규환,1822725,505632,24530,100000,1876650,481150,21180,100000
803,국회,국회의원,김기선,689715,349235,18080,328775,693647,426844,15610,322490
804,국회,국회의원,김도읍,3661328,373458,9780,920710,3820981,293180,10660,907612
805,국회,국회의원,김동철,798097,1930328,17490,0,882101,2233619,30752,20867
806,국회,국회의원,김두관,309255,378992,28129,255792,312123,353749,22080,209707
807,국회,국회의원,김명연,1974302,509370,36780,725006,2094629,540859,74500,771272
808,국회,국회의원,김무성,2278266,10754732,15150,0,2479065,10667665,15150,0
809,국회,국회의원,김민기,200000,273479,32160,82156,200000,298295,27910,67234
810,국회,국회의원,김병관,6617000,436606230,303020,0,6617000,269436331,309730,0
811,국회,국회의원,김병기,1569000,706885,3985,684066,1558000,1051490,5505,674647
812,국회,국회의원,김병욱,1273751,3628307,15500,130000,2495991,2332717,0,260000
813,국회,국회의원,김삼화,2353368,8558602,63660,1879091,2747031,8723461,73970,1871327
814,국회,국회의원,김상훈,747000,177660,25778,220574,791000,221176,22860,207634
815,국회,국회의원,김상희,605090,768777,21070,192749,615415,841086,20016,148904
816,국회,국회의원,김석기,582735,613681,32330,115000,624073,654726,24900,115000
817,국회,국회의원,김선동,343000,185450,10323,41025,622000,243723,9853,116048
818,국회,국회의원,김성수,425083,196382,20190,210860,642115,325783,16830,552543
819,국회,국회의원,김성식,411000,320418,0,405213,398000,333599,0,382290
820,국회,국회의원,김성원,445000,249044,21580,100000,680000,348237,19310,319240
821,국회,국회의원,김성찬,1641265,450314,60660,284507,1793265,427817,52900,114569
822,국회,국회의원,김성태(金成泰),1938000,927149,0,1305377,2006000,913713,0,1075824
823,국회,국회의원,김성태(金聖泰),1055901,1032045,41840,440000,1150552,1192298,36720,440000
824,국회,국회의원,김성환,273160,317095,600,31000,273160,337040,600,31000
825,국회,국회의원,김세연,26693968,88235556,154430,2706559,30458914,74475803,147450,8386851
826,국회,국회의원,김수민,180000,16077,6300,170900,180000,65952,6300,178657
827,국회,국회의원,김순례,685393,3902918,132630,10000,714992,4139409,54880,44919
828,국회,국회의원,김승희,1598312,875783,8960,63142,1598603,1063403,7400,43901
829,국회,국회의원,김영우,805000,294056,6340,209000,1115000,314508,5990,548846
830,국회,국회의원,김영주,533000,1332108,57640,0,578000,1532782,48690,0
831,국회,국회의원,김영진,296000,481054,4888,0,297000,644774,3500,31477
832,국회,국회의원,김영호,722658,303064,6000,302244,767954,325739,6000,293369
833,국회,국회의원,김용태,444200,703174,4590,162956,488800,770477,3970,61446
834,국회,국회의원,김재경,2359729,915579,16470,1435930,2079634,1001665,14130,1163537
835,국회,국회의원,김재원,1196000,2043229,68280,0,1332000,2196666,56820,0
836,국회,국회의원,김정우,1479000,837210,24500,213500,1307000,1097706,24440,104500
837,국회,국회의원,김정재,364642,338461,18600,273321,405803,328850,15520,215741
838,국회,국회의원,김정호,161956,289999,22940,53279,331956,292710,26637,190777
839,국회,국회의원,김정훈,2099000,1163150,13933,213853,2256000,1376731,12084,219174
840,국회,국회의원,김종대,170000,503789,4510,0,170000,510598,3900,0
841,국회,국회의원,김종민,140100,433232,11940,207576,140100,472620,9850,190178
842,국회,국회의원,김종석,4026630,3002495,269720,317469,4386912,2980259,267600,333387
843,국회,국회의원,김종회,553371,85123,5830,30000,622656,203252,5110,30000
844,국회,국회의원,김종훈,401670,290953,17970,566739,552000,349398,28300,566230
845,국회,국회의원,김중로,92441,259805,0,161080,97822,322792,0,161080
846,국회,국회의원,김진태,2475069,1401242,32950,950000,2767595,1507735,28130,950000
847,국회,국회의원,김진표,1760160,873199,97370,853000,2233440,430786,91680,853000
848,국회,국회의원,김철민,2693463,1098817,28000,1832521,2945003,1258229,25100,1826492
849,국회,국회의원,김태년,591500,312175,7220,240277,590500,386729,45885,281899
850,국회,국회의원,김태흠,845925,172837,19770,159630,850506,165625,16640,176942
851,국회,국회의원,김학용,1488020,401734,25450,50000,1512383,567651,17000,122000
852,국회,국회의원,김한정,1234000,624698,10000,1099962,1224000,626694,10390,1086989
853,국회,국회의원,김한표,376254,300067,19670,742798,366352,255761,22860,726216
854,국회,국회의원,김해영,458000,177421,25380,0,464000,219820,30600,30000
855,국회,국회의원,김현권,383774,339063,251720,110844,560011,294302,167771,83735
856,국회,국회의원,김현아,1406243,968471,18550,543316,1489988,869324,14900,273810
857,국회,국회의원,나경원,4346049,1010848,56420,1750426,4509015,1956373,55350,2167533
